loss,mae,val_loss,val_mae
18444959744.0,103559.2109375,19257399296.0,104827.640625
18415015936.0,103452.5390625,19228833792.0,104724.3203125
18385147904.0,103346.125,19200329728.0,104621.2421875
18355341312.0,103239.953125,19171883008.0,104518.1640625
18325610496.0,103133.984375,19143501824.0,104415.1640625
18295945216.0,103028.140625,19115182080.0,104312.5859375
18266345472.0,102922.390625,19086921728.0,104210.09375
18236815360.0,102816.7421875,19058722816.0,104107.7578125
18207356928.0,102711.28125,19030583296.0,104005.5859375
18177966080.0,102605.984375,19002509312.0,103903.421875
18148644864.0,102500.890625,18974492672.0,103801.375
18119391232.0,102396.1484375,18946539520.0,103699.4375
18090209280.0,102291.6328125,18918647808.0,103597.484375
18061094912.0,102187.421875,18890817536.0,103495.59375
18032050176.0,102083.4375,18863052800.0,103394.046875
18003075072.0,101979.5546875,18835347456.0,103292.6484375
17974169600.0,101875.875,18807703552.0,103191.6328125
17945333760.0,101772.3671875,18780129280.0,103090.8671875
17916567552.0,101669.0625,18752608256.0,102990.5703125
17887870976.0,101565.9921875,18725156864.0,102890.3203125
17859244032.0,101463.25,18697762816.0,102790.0703125
17830686720.0,101360.921875,18670432256.0,102690.0234375
17802203136.0,101258.6875,18643165184.0,102590.0234375
17773787136.0,101156.609375,18615959552.0,102490.0859375
17745438720.0,101054.625,18588819456.0,102390.296875
17717161984.0,100952.8125,18561740800.0,102290.546875
17688958976.0,100851.3671875,18534723584.0,102191.1171875
17660821504.0,100750.203125,18507767808.0,102091.859375
17632757760.0,100649.4140625,18480875520.0,101992.71875
17604759552.0,100548.9609375,18454050816.0,101893.71875
17576839168.0,100448.75,18427285504.0,101794.7578125
17548984320.0,100348.84375,18400585728.0,101695.953125
17521199104.0,100249.171875,18373947392.0,101597.2265625
17493485568.0,100149.7734375,18347372544.0,101498.546875
17465843712.0,100050.5625,18320865280.0,101399.8828125
17438269440.0,99951.5390625,18294413312.0,101301.4375
17410768896.0,99852.7734375,18268028928.0,101203.203125
17383335936.0,99754.1875,18241703936.0,101105.171875
17355974656.0,99655.75,18215440384.0,101007.2109375
17328683008.0,99557.5,18189238272.0,100909.4140625
17301458944.0,99459.609375,18163103744.0,100811.7578125
17274308608.0,99362.1015625,18137034752.0,100714.28125
17247227904.0,99264.6953125,18111027200.0,100616.921875
17220214784.0,99167.4296875,18085085184.0,100519.96875
17193279488.0,99070.3125,18059206656.0,100423.1484375
17166406656.0,98973.3359375,18033397760.0,100326.3515625
17139609600.0,98876.4921875,18007654400.0,100229.671875
17112881152.0,98779.9609375,17981978624.0,100133.171875
17086226432.0,98683.953125,17956364288.0,100036.8046875
17059642368.0,98588.3515625,17930817536.0,99940.703125
17033128960.0,98492.9140625,17905336320.0,99844.8671875
17006689280.0,98397.734375,17879920640.0,99749.21875
16980316160.0,98302.765625,17854576640.0,99653.6640625
16954015744.0,98208.0234375,17829296128.0,99558.2109375
16927783936.0,98113.5234375,17804079104.0,99463.328125
16901624832.0,98019.34375,17778925568.0,99368.5
16875535360.0,97925.3515625,17753835520.0,99273.890625
16849519616.0,97831.5625,17728813056.0,99179.4296875
16823573504.0,97738.109375,17703852032.0,99085.1328125
16797697024.0,97644.8828125,17678956544.0,98991.109375
16771894272.0,97551.828125,17654124544.0,98897.21875
16746159104.0,97459.0703125,17629358080.0,98803.3828125
16720496640.0,97366.609375,17604655104.0,98709.7109375
16694906880.0,97274.3515625,17580019712.0,98616.2109375
16669385728.0,97182.3046875,17555443712.0,98522.7421875
16643936256.0,97090.4765625,17530931200.0,98429.3359375
16618557440.0,96998.9296875,17506492416.0,98336.0390625
16593252352.0,96907.640625,17482113024.0,98242.8203125
16568014848.0,96816.578125,17457799168.0,98150.2578125
16542851072.0,96725.8828125,17433550848.0,98058.1171875
16517755904.0,96635.53125,17409366016.0,97966.296875
16492733440.0,96545.4296875,17385250816.0,97874.8515625
16467781632.0,96455.5390625,17361203200.0,97783.9296875
16442900480.0,96365.8984375,17337214976.0,97693.453125
16418091008.0,96276.59375,17313292288.0,97603.2734375
16393351168.0,96187.4609375,17289433088.0,97513.390625
16368684032.0,96098.6015625,17265641472.0,97424.3515625
16344085504.0,96010.0703125,17241911296.0,97335.6875
16319558656.0,95922.0,17218250752.0,97247.171875
16295104512.0,95834.2109375,17194651648.0,97158.7421875
16270721024.0,95746.5546875,17171117056.0,97070.453125
16246410240.0,95659.09375,17147644928.0,96982.21875
16222171136.0,95571.7578125,17124240384.0,96894.6015625
16197999616.0,95484.625,17100896256.0,96807.4296875
16173901824.0,95397.6796875,17077616640.0,96720.53125
16149873664.0,95311.0625,17054403584.0,96634.578125
16125916160.0,95224.671875,17031256064.0,96548.9453125
16102028288.0,95138.59375,17008167936.0,96463.6875
16078212096.0,95052.7890625,16985146368.0,96378.6796875
16054468608.0,94967.171875,16962187264.0,96293.7265625
16030793728.0,94881.6796875,16939296768.0,96208.8046875
16007191552.0,94796.3046875,16916466688.0,96124.34375
15983659008.0,94711.0703125,16893702144.0,96040.1484375
15960199168.0,94626.046875,16870999040.0,95956.390625
15936806912.0,94541.3515625,16848363520.0,95873.03125
15913485312.0,94456.8671875,16825788416.0,95789.8359375
15890235392.0,94372.703125,16803279872.0,95706.7109375
15867055104.0,94288.8671875,16780833792.0,95624.5234375
15843944448.0,94205.1640625,16758451200.0,95543.0546875
15820905472.0,94121.7578125,16736136192.0,95461.984375
15797936128.0,94038.5625,16713886720.0,95381.5234375
15775038464.0,93955.71875,16691699712.0,95301.171875
15752207360.0,93873.1796875,16669577216.0,95220.90625
15729448960.0,93790.7734375,16647518208.0,95140.78125
15706759168.0,93708.6953125,16625522688.0,95060.8515625
15684139008.0,93626.7890625,16603590656.0,94981.0
15661590528.0,93545.078125,16581722112.0,94901.46875
15639108608.0,93463.5625,16559919104.0,94822.125
15616700416.0,93382.2890625,16538177536.0,94742.828125
15594360832.0,93301.3125,16516499456.0,94663.6171875
15572088832.0,93220.6171875,16494884864.0,94584.6796875
15549886464.0,93140.1640625,16473335808.0,94505.8125
15527756800.0,93059.921875,16451846144.0,94427.03125
15505694720.0,92979.9140625,16430418944.0,94348.6171875
15483701248.0,92900.125,16409057280.0,94270.3515625
15461778432.0,92820.578125,16387762176.0,94192.1640625
15439925248.0,92741.2265625,16366525440.0,94114.203125
15418139648.0,92662.0546875,16345353216.0,94036.4296875
15396422656.0,92583.125,16324243456.0,93958.8515625
15374779392.0,92504.640625,16303199232.0,93881.4375
15353199616.0,92426.3046875,16282215424.0,93804.28125
15331692544.0,92348.2421875,16261296128.0,93727.3828125
15310253056.0,92270.421875,16240438272.0,93650.71875
15288883200.0,92192.8515625,16219644928.0,93574.4765625
15267580928.0,92115.765625,16198912000.0,93498.5078125
15246347264.0,92038.859375,16178241536.0,93422.6953125
15225183232.0,91962.1640625,16157635584.0,93347.1953125
15204086784.0,91885.6328125,16137091072.0,93271.8125
15183057920.0,91809.3828125,16116606976.0,93196.6484375
15162100736.0,91733.3515625,16096186368.0,93121.8828125
15141210112.0,91657.5,16075827200.0,93047.375
15120385024.0,91581.9921875,16055533568.0,92973.1796875
15099630592.0,91506.8203125,16035300352.0,92899.1171875
15078942720.0,91431.8671875,16015128576.0,92825.6015625
15058325504.0,91357.1484375,15995019264.0,92752.3125
15037773824.0,91282.71875,15974976512.0,92679.6015625
15017289728.0,91208.765625,15954991104.0,92607.203125
14996875264.0,91135.046875,15935070208.0,92534.9609375
14976527360.0,91061.578125,15915211776.0,92462.7890625
14956246016.0,90988.328125,15895416832.0,92391.125
14936033280.0,90915.1796875,15875685376.0,92319.8984375
14915886080.0,90842.1796875,15856012288.0,92248.8828125
14895808512.0,90769.4296875,15836402688.0,92178.0859375
14875795456.0,90697.03125,15816852480.0,92107.5703125
14855851008.0,90624.9609375,15797364736.0,92037.3046875
14835973120.0,90553.0546875,15777935360.0,91967.5546875
14816159744.0,90481.40625,15758568448.0,91898.0703125
14796414976.0,90410.0,15739264000.0,91828.9765625
14776734720.0,90338.7734375,15720023040.0,91760.015625
14757120000.0,90267.796875,15700838400.0,91691.34375
14737571840.0,90197.046875,15681717248.0,91623.046875
14718089216.0,90126.59375,15662656512.0,91554.875
14698675200.0,90056.28125,15643658240.0,91486.8359375
14679325696.0,89986.15625,15624719360.0,91418.890625
14660041728.0,89916.15625,15605836800.0,91351.0
14640821248.0,89846.390625,15587019776.0,91283.2734375
14621667328.0,89776.921875,15568256000.0,91215.921875
14602575872.0,89707.640625,15549557760.0,91148.9453125
14583550976.0,89638.65625,15530915840.0,91082.25
14564589568.0,89569.8359375,15512333312.0,91016.1796875
14545692672.0,89501.21875,15493810176.0,90950.3359375
14526857216.0,89432.8515625,15475346432.0,90884.5390625
14508086272.0,89364.6796875,15456942080.0,90818.8515625
14489376768.0,89296.671875,15438595072.0,90753.3046875
14470733824.0,89229.0234375,15420304384.0,90688.0703125
14452154368.0,89161.7109375,15402076160.0,90622.9140625
14433638400.0,89094.703125,15383904256.0,90557.8359375
14415183872.0,89027.953125,15365789696.0,90492.9921875
14396791808.0,88961.46875,15347734528.0,90428.5390625
14378463232.0,88895.265625,15329737728.0,90364.4765625
14360198144.0,88829.25,15311799296.0,90300.8046875
14341996544.0,88763.5625,15293920256.0,90237.2890625
14323855360.0,88698.171875,15276096512.0,90174.03125
14305778688.0,88632.953125,15258330112.0,90110.890625
14287764480.0,88567.9140625,15240623104.0,90047.9609375
14269811712.0,88503.125,15222970368.0,89985.4921875
14251920384.0,88438.625,15205378048.0,89923.09375
14234092544.0,88374.3515625,15187841024.0,89860.765625
14216324096.0,88310.3125,15170362368.0,89798.53125
14198620160.0,88246.4296875,15152939008.0,89736.5
14180975616.0,88182.71875,15135578112.0,89674.7109375
14163394560.0,88119.140625,15118271488.0,89613.3984375
14145874944.0,88055.7421875,15101026304.0,89552.3671875
14128416768.0,87992.5234375,15083834368.0,89491.40625
14111017984.0,87929.53125,15066700800.0,89430.5234375
14093680640.0,87866.8125,15049623552.0,89369.8359375
14076409856.0,87804.375,15032605696.0,89309.25
14059192320.0,87742.1171875,15015648256.0,89249.3359375
14042042368.0,87680.1953125,14998744064.0,89189.7578125
14024948736.0,87618.609375,14981895168.0,89130.4375
14007916544.0,87557.2421875,14965103616.0,89071.328125
13990946816.0,87496.1484375,14948366336.0,89012.3203125
13974036480.0,87435.234375,14931687424.0,88953.4375
13957186560.0,87374.4453125,14915063808.0,88894.625
13940398080.0,87313.7734375,14898496512.0,88835.9921875
13923666944.0,87253.359375,14881985536.0,88777.5
13906997248.0,87193.2265625,14865530880.0,88719.4375
13890390016.0,87133.28125,14849133568.0,88661.546875
13873841152.0,87073.59375,14832787456.0,88604.015625
13857354752.0,87014.2734375,14816499712.0,88546.6796875
13840926720.0,86955.1484375,14800265216.0,88489.8671875
13824556032.0,86896.21875,14784084992.0,88433.1796875
13808245760.0,86837.4453125,14767965184.0,88376.5546875
13791996928.0,86778.8828125,14751894528.0,88320.0546875
13775807488.0,86720.515625,14735880192.0,88263.625
13759674368.0,86662.3984375,14719918080.0,88207.4921875
13743599616.0,86604.40625,14704013312.0,88151.8046875
13727584256.0,86546.5546875,14688161792.0,88097.09375
13711629312.0,86488.8828125,14672365568.0,88042.8046875
13695730688.0,86431.46875,14656622592.0,87988.875
13679891456.0,86374.3984375,14640933888.0,87935.3828125
13664112640.0,86317.6328125,14625296384.0,87882.03125
13648390144.0,86261.1796875,14609718272.0,87828.875
13632723968.0,86204.90625,14594187264.0,87775.9296875
13617117184.0,86148.8359375,14578711552.0,87723.40625
13601565696.0,86092.9296875,14563289088.0,87671.453125
13586072576.0,86037.2109375,14547919872.0,87619.59375
13570638848.0,85981.703125,14532602880.0,87567.9765625
13555260416.0,85926.4765625,14517339136.0,87516.734375
13539939328.0,85871.4765625,14502126592.0,87465.9765625
13524673536.0,85816.6796875,14486965248.0,87415.4609375
13509465088.0,85762.1171875,14471857152.0,87365.1484375
13494311936.0,85707.6875,14456802304.0,87315.0
13479217152.0,85653.5625,14441798656.0,87264.9453125
13464175616.0,85599.78125,14426847232.0,87215.015625
13449190400.0,85546.3125,14411948032.0,87165.2265625
13434263552.0,85493.1484375,14397099008.0,87115.6953125
13419387904.0,85440.25,14382302208.0,87066.3046875
13404571648.0,85387.640625,14367554560.0,87016.9765625
13389809664.0,85335.25,14352862208.0,86967.828125
13375100928.0,85283.140625,14338219008.0,86918.8984375
13360447488.0,85231.328125,14323625984.0,86870.078125
13345850368.0,85179.6953125,14309084160.0,86821.3984375
13331305472.0,85128.296875,14294591488.0,86772.9765625
13316815872.0,85077.0703125,14280147968.0,86724.875
13302380544.0,85026.0234375,14265757696.0,86676.9609375
13287999488.0,84975.1171875,14251414528.0,86629.578125
13273671680.0,84924.328125,14237121536.0,86582.453125
13259397120.0,84873.7109375,14222878720.0,86535.4453125
13245175808.0,84823.3203125,14208686080.0,86488.6015625
13231009792.0,84773.1015625,14194545664.0,86441.9375
13216896000.0,84723.1015625,14180449280.0,86395.3515625
13202833408.0,84673.390625,14166406144.0,86348.84375
13188826112.0,84623.828125,14152410112.0,86302.765625
13174870016.0,84574.40625,14138460160.0,86256.7578125
13160968192.0,84525.2890625,14124563456.0,86210.84375
13147116544.0,84476.4375,14110713856.0,86165.140625
13133318144.0,84427.921875,14096912384.0,86119.5
13119571968.0,84379.6796875,14083168256.0,86074.0625
13105876992.0,84331.6640625,14069466112.0,86028.859375
13092233216.0,84283.8125,14055816192.0,85983.9140625
13078642688.0,84236.1484375,14042213376.0,85939.03125
13065101312.0,84188.7265625,14028659712.0,85894.359375
13051612160.0,84141.5,14015152128.0,85849.8203125
13038173184.0,84094.5234375,14001691648.0,85805.4375
13024785408.0,84047.8125,13988278272.0,85761.3046875
13011449856.0,84001.34375,13974913024.0,85717.3359375
12998162432.0,83955.046875,13961593856.0,85673.6796875
12984925184.0,83908.8671875,13948319744.0,85630.265625
12971739136.0,83862.921875,13935092736.0,85587.0
12958603264.0,83817.1328125,13921912832.0,85543.7890625
12945515520.0,83771.5390625,13908779008.0,85500.7265625
12932478976.0,83726.078125,13895691264.0,85457.71875
12919489536.0,83680.7265625,13882652672.0,85414.7734375
12906551296.0,83635.46875,13869654016.0,85372.2578125
12893662208.0,83590.484375,13856702464.0,85329.96875
12880820224.0,83545.734375,13843799040.0,85287.953125
12868029440.0,83501.125,13830937600.0,85245.9921875
12855284736.0,83456.6875,13818125312.0,85204.296875
12842590208.0,83412.3828125,13805355008.0,85162.890625
12829942784.0,83368.1953125,13792627712.0,85121.546875
12817342464.0,83324.265625,13779947520.0,85080.2890625
12804790272.0,83280.6640625,13767309312.0,85039.390625
12792286208.0,83237.25,13754718208.0,84998.7421875
12779829248.0,83194.0390625,13742170112.0,84958.1484375
12767418368.0,83151.0,13729667072.0,84917.75
12755054592.0,83108.1796875,13717206016.0,84877.640625
12742738944.0,83065.515625,13704790016.0,84837.6484375
12730471424.0,83023.0,13692418048.0,84797.7265625
12718246912.0,82980.71875,13680088064.0,84757.9921875
12706069504.0,82938.578125,13667800064.0,84718.3671875
12693938176.0,82896.5859375,13655557120.0,84678.9140625
12681852928.0,82854.75,13643356160.0,84639.5859375
12669812736.0,82813.09375,13631202304.0,84600.3984375
12657819648.0,82771.5703125,13619089408.0,84561.421875
12645870592.0,82730.2734375,13607020544.0,84522.4921875
12633965568.0,82689.0859375,13594991616.0,84483.625
12622105600.0,82648.015625,13583005696.0,84444.78125
12610291712.0,82607.0625,13571062784.0,84405.9921875
12598521856.0,82566.296875,13559160832.0,84367.390625
12586797056.0,82525.796875,13547298816.0,84328.96875
12575116288.0,82485.3984375,13535479808.0,84291.0546875
12563478528.0,82445.1875,13523699712.0,84253.2421875
12551886848.0,82405.1484375,13511961600.0,84215.859375
12540336128.0,82365.1875,13500265472.0,84178.6953125
12528830464.0,82325.3828125,13488611328.0,84141.703125
12517366784.0,82285.6875,13476996096.0,84104.8515625
12505947136.0,82246.2109375,13465422848.0,84068.296875
12494567424.0,82206.84375,13453885440.0,84031.90625
12483232768.0,82167.640625,13442393088.0,83995.9765625
12471941120.0,82128.640625,13430937600.0,83960.09375
12460690432.0,82089.7421875,13419522048.0,83924.2421875
12449481728.0,82051.03125,13408145408.0,83888.6484375
12438316032.0,82012.484375,13396808704.0,83853.2265625
12427191296.0,81974.0,13385506816.0,83817.9296875
12416108544.0,81935.625,13374247936.0,83782.78125
12405064704.0,81897.359375,13363026944.0,83747.796875
12394065920.0,81859.1875,13351842816.0,83713.140625
12383106048.0,81821.2421875,13340696576.0,83678.5625
12372186112.0,81783.484375,13329588224.0,83644.2578125
12361309184.0,81745.90625,13318518784.0,83610.125
12350473216.0,81708.5078125,13307488256.0,83576.21875
12339674112.0,81671.2578125,13296493568.0,83542.515625
12328916992.0,81634.15625,13285534720.0,83508.953125
12318197760.0,81597.1875,13274615808.0,83475.4296875
12307520512.0,81560.3984375,13263731712.0,83442.1640625
12296881152.0,81523.78125,13252886528.0,83409.1015625
12286281728.0,81487.4140625,13242076160.0,83376.2421875
12275722240.0,81451.15625,13231303680.0,83343.640625
12265202688.0,81414.96875,13220567040.0,83311.0703125
12254720000.0,81378.8828125,13209869312.0,83278.515625
12244278272.0,81342.9140625,13199204352.0,83246.09375
12233873408.0,81307.0390625,13188576256.0,83213.7890625
12223507456.0,81271.2734375,13177984000.0,83181.671875
12213179392.0,81235.6171875,13167429632.0,83149.625
12202888192.0,81200.078125,13156909056.0,83117.8046875
12192635904.0,81164.6328125,13146425344.0,83086.328125
12182419456.0,81129.3203125,13135973376.0,83054.9375
12172242944.0,81094.1015625,13125560320.0,83023.6328125
12162103296.0,81059.046875,13115181056.0,82992.4140625
12151998464.0,81024.1484375,13104836608.0,82961.2265625
12141931520.0,80989.4140625,13094525952.0,82930.09375
12131902464.0,80954.8671875,13084251136.0,82899.03125
12121907200.0,80920.4296875,13074009088.0,82867.9765625
12111950848.0,80886.1171875,13063800832.0,82837.0
12102029312.0,80851.8984375,13053628416.0,82806.09375
12092143616.0,80817.8671875,13043487744.0,82775.2109375
12082293760.0,80783.9453125,13033382912.0,82744.484375
12072479744.0,80750.1796875,13023308800.0,82713.9296875
12062703616.0,80716.6171875,13013271552.0,82683.40625
12052960256.0,80683.328125,13003265024.0,82653.0
12043252736.0,80650.2265625,12993292288.0,82622.640625
12033581056.0,80617.25,12983353344.0,82592.359375
12023944192.0,80584.4140625,12973446144.0,82562.234375
12014343168.0,80551.625,12963571712.0,82532.1875
12004773888.0,80518.953125,12953730048.0,82502.2109375
11995241472.0,80486.4140625,12943920128.0,82472.3125
11985740800.0,80454.078125,12934141952.0,82442.53125
11976274944.0,80421.9140625,12924397568.0,82412.8984375
11966843904.0,80389.8984375,12914683904.0,82383.3203125
11957444608.0,80358.0625,12905003008.0,82353.7578125
11948080128.0,80326.46875,12895351808.0,82324.21875
11938746368.0,80295.0859375,12885733376.0,82294.8046875
11929448448.0,80263.875,12876144640.0,82265.4921875
11920179200.0,80232.7578125,12866586624.0,82236.2890625
11910946816.0,80201.8203125,12857061376.0,82207.15625
11901745152.0,80170.9765625,12847565824.0,82178.2265625
11892575232.0,80140.25,12838100992.0,82149.4296875
11883438080.0,80109.5859375,12828666880.0,82120.671875
11874332672.0,80079.015625,12819262464.0,82091.921875
11865259008.0,80048.5859375,12809886720.0,82063.3125
11856217088.0,80018.2734375,12800540672.0,82034.7578125
11847206912.0,79988.046875,12791227392.0,82006.2890625
11838228480.0,79957.921875,12781940736.0,81977.890625
11829280768.0,79927.9140625,12772685824.0,81949.5078125
11820365824.0,79898.03125,12763459584.0,81921.296875
11811481600.0,79868.265625,12754266112.0,81893.2109375
11802628096.0,79838.65625,12745103360.0,81865.1953125
11793806336.0,79809.125,12735970304.0,81837.203125
11785014272.0,79779.6875,12726864896.0,81809.328125
11776250880.0,79750.328125,12717789184.0,81781.484375
11767520256.0,79721.140625,12708743168.0,81753.671875
11758819328.0,79692.03125,12699724800.0,81726.1328125
11750146048.0,79663.03125,12690733056.0,81698.8828125
11741502464.0,79634.125,12681769984.0,81671.75
11732890624.0,79605.2890625,12672834560.0,81644.671875
11724305408.0,79576.5625,12663928832.0,81617.6328125
11715751936.0,79547.96875,12655048704.0,81591.0
11707226112.0,79519.4609375,12646196224.0,81564.578125
11698728960.0,79491.0390625,12637372416.0,81538.21875
11690261504.0,79462.6953125,12628575232.0,81511.9609375
11681821696.0,79434.4453125,12619804672.0,81485.75
11673412608.0,79406.234375,12611061760.0,81459.625
11665030144.0,79378.125,12602347520.0,81433.6015625
11656675328.0,79350.0703125,12593658880.0,81407.65625
11648350208.0,79322.171875,12584998912.0,81381.734375
11640051712.0,79294.359375,12576366592.0,81355.921875
11631781888.0,79266.6953125,12567761920.0,81330.1171875
11623539712.0,79239.15625,12559183872.0,81304.328125
11615324160.0,79211.6953125,12550631424.0,81278.59375
11607136256.0,79184.3125,12542104576.0,81252.890625
11598974976.0,79157.0546875,12533606400.0,81227.4921875
11590841344.0,79129.9453125,12525131776.0,81202.1953125
11582733312.0,79102.9140625,12516681728.0,81176.9375
11574651904.0,79075.9609375,12508258304.0,81151.75
11566597120.0,79049.1171875,12499861504.0,81126.609375
11558569984.0,79022.390625,12491490304.0,81101.484375
11550567424.0,78995.7578125,12483141632.0,81076.359375
11542591488.0,78969.2421875,12474818560.0,81051.328125
11534642176.0,78942.8671875,12466522112.0,81026.359375
11526718464.0,78916.6015625,12458250240.0,81001.5390625
11518821376.0,78890.4296875,12450004992.0,80976.984375
11510949888.0,78864.3046875,12441784320.0,80952.5546875
11503104000.0,78838.2578125,12433587200.0,80928.140625
11495282688.0,78812.3359375,12425411584.0,80903.7734375
11487484928.0,78786.46875,12417263616.0,80879.421875
11479713792.0,78760.6875,12409139200.0,80855.3046875
11471966208.0,78734.9609375,12401038336.0,80831.2578125
11464244224.0,78709.3515625,12392960000.0,80807.21875
11456545792.0,78683.84375,12384905216.0,80783.234375
11448872960.0,78658.4375,12376873984.0,80759.2578125
11441224704.0,78633.125,12368867328.0,80735.4375
11433598976.0,78607.890625,12360884224.0,80711.6875
11425996800.0,78582.6953125,12352923648.0,80688.03125
11418420224.0,78557.609375,12344986624.0,80664.4453125
11410865152.0,78532.609375,12337074176.0,80640.8671875
11403335680.0,78507.671875,12329183232.0,80617.3125
11395828736.0,78482.859375,12321314816.0,80593.875
11388344320.0,78458.1484375,12313469952.0,80570.4609375
11380884480.0,78433.5234375,12305645568.0,80547.1015625
11373447168.0,78408.984375,12297844736.0,80523.8125
11366034432.0,78384.5234375,12290065408.0,80500.6171875
11358642176.0,78360.1875,12282307584.0,80477.6015625
11351273472.0,78335.9296875,12274572288.0,80454.6328125
11343927296.0,78311.734375,12266857472.0,80431.6640625
11336603648.0,78287.5859375,12259165184.0,80408.7109375
11329302528.0,78263.5,12251494400.0,80385.8203125
11322023936.0,78239.46875,12243846144.0,80363.0859375
11314766848.0,78215.5,12236218368.0,80340.3984375
11307532288.0,78191.6484375,12228613120.0,80317.7265625
11300321280.0,78167.859375,12221028352.0,80295.109375
11293131776.0,78144.125,12213465088.0,80272.6015625
11285964800.0,78120.5078125,12205924352.0,80250.171875
11278819328.0,78096.9453125,12198403072.0,80227.7578125
11271695360.0,78073.4453125,12190905344.0,80205.3984375
11264590848.0,78049.984375,12183425024.0,80183.0390625
11257508864.0,78026.59375,12175967232.0,80160.7109375
11250447360.0,78003.2421875,12168528896.0,80138.6171875
11243406336.0,77979.9921875,12161111040.0,80116.6015625
11236387840.0,77956.8203125,12153714688.0,80094.625
11229387776.0,77933.671875,12146336768.0,80072.65625
11222408192.0,77910.59375,12138979328.0,80050.703125
11215450112.0,77887.6328125,12131641344.0,80028.7734375
11208513536.0,77864.6875,12124322816.0,80006.890625
11201594368.0,77841.8125,12117024768.0,79985.0390625
11194696704.0,77819.0,12109744128.0,79963.359375
11187819520.0,77796.2421875,12102483968.0,79941.78125
11180961792.0,77773.5859375,12095244288.0,79920.28125
11174124544.0,77751.0546875,12088024064.0,79898.828125
11167305728.0,77728.6171875,12080821248.0,79877.3828125
11160506368.0,77706.203125,12073637888.0,79855.9375
11153725440.0,77683.828125,12066473984.0,79834.5703125
11146967040.0,77661.5,12059330560.0,79813.2578125
11140225024.0,77639.296875,12052204544.0,79791.984375
11133501440.0,77617.1796875,12045097984.0,79770.8125
11126799360.0,77595.109375,12038010880.0,79749.671875
11120113664.0,77573.0625,12030941184.0,79728.5625
11113448448.0,77551.1015625,12023891968.0,79707.4921875
11106801664.0,77529.2109375,12016859136.0,79686.5078125
11100171264.0,77507.3515625,12009845760.0,79665.5625
11093560320.0,77485.546875,12002849792.0,79644.6484375
11086967808.0,77463.7578125,11995870208.0,79623.7734375
11080392704.0,77442.046875,11988910080.0,79602.921875
11073835008.0,77420.421875,11981966336.0,79582.1328125
11067295744.0,77398.8359375,11975040000.0,79561.4140625
11060773888.0,77377.28125,11968132096.0,79540.703125
11054269440.0,77355.75,11961240576.0,79520.03125
11047781376.0,77334.28125,11954364416.0,79499.375
11041313792.0,77312.8515625,11947507712.0,79478.75
11034859520.0,77291.453125,11940667392.0,79458.171875
11028425728.0,77270.0859375,11933844480.0,79437.6015625
11022007296.0,77248.734375,11927036928.0,79417.0546875
11015606272.0,77227.390625,11920246784.0,79396.5625
11009221632.0,77206.0546875,11913474048.0,79376.0703125
11002854400.0,77184.7265625,11906716672.0,79355.671875
10996503552.0,77163.4765625,11899977728.0,79335.328125
10990169088.0,77142.2734375,11893254144.0,79315.03125
10983851008.0,77121.109375,11886547968.0,79294.734375
10977550336.0,77099.984375,11879856128.0,79274.421875
10971266048.0,77078.921875,11873181696.0,79254.1640625
10964997120.0,77057.875,11866524672.0,79233.90625
10958745600.0,77036.8671875,11859879936.0,79213.6640625
10952509440.0,77015.90625,11853255680.0,79193.4140625
10946289664.0,76994.953125,11846643712.0,79173.25
10940085248.0,76974.015625,11840050176.0,79153.4296875
10933896192.0,76953.1796875,11833470976.0,79133.734375
10927722496.0,76932.4375,11826906112.0,79114.171875
10921566208.0,76911.765625,11820357632.0,79094.6015625
10915424256.0,76891.125,11813824512.0,79075.0390625
10909298688.0,76870.5390625,11807306752.0,79055.4765625
10903188480.0,76850.0,11800805376.0,79035.921875
10897093632.0,76829.4921875,11794317312.0,79016.3671875
10891014144.0,76809.015625,11787844608.0,78996.8828125
10884950016.0,76788.5859375,11781388288.0,78977.4453125
10878899200.0,76768.21875,11774947328.0,78958.015625
10872866816.0,76747.9375,11768519680.0,78938.59375
10866848768.0,76727.8203125,11762109440.0,78919.3046875
10860844032.0,76707.7734375,11755714560.0,78900.0625
10854855680.0,76687.75,11749330944.0,78880.8359375
10848881664.0,76667.859375,11742966784.0,78861.625
10842921984.0,76647.984375,11736615936.0,78842.453125
10836977664.0,76628.171875,11730280448.0,78823.3125
10831046656.0,76608.3984375,11723960320.0,78804.3125
10825128960.0,76588.6484375,11717651456.0,78785.46875
10819227648.0,76568.953125,11711360000.0,78766.625
10813338624.0,76549.3203125,11705081856.0,78747.796875
10807463936.0,76529.71875,11698816000.0,78728.9609375
10801603584.0,76510.140625,11692565504.0,78710.15625
10795756544.0,76490.6171875,11686329344.0,78691.3515625
10789923840.0,76471.125,11680105472.0,78672.5703125
10784103424.0,76451.6484375,11673899008.0,78653.8046875
10778298368.0,76432.203125,11667707904.0,78635.0859375
10772506624.0,76412.8046875,11661530112.0,78616.3828125
10766727168.0,76393.421875,11655365632.0,78597.671875
10760962048.0,76374.109375,11649215488.0,78578.96875
10755211264.0,76354.8359375,11643078656.0,78560.34375
10749472768.0,76335.6015625,11636958208.0,78541.8046875
10743748608.0,76316.4453125,11630851072.0,78523.2890625
10738035712.0,76297.3359375,11624755200.0,78504.8046875
10732337152.0,76278.234375,11618674688.0,78486.359375
10726651904.0,76259.1640625,11612607488.0,78467.921875
