loss,mae,val_loss,val_mae
56071827456.0,206849.890625,56568320000.0,207162.796875
56071262208.0,206848.609375,56567721984.0,207161.4375
56070684672.0,206847.328125,56567095296.0,207160.109375
56070098944.0,206846.015625,56566468608.0,207158.71875
56069517312.0,206844.65625,56565837824.0,207157.3125
56068919296.0,206843.34375,56565190656.0,207155.859375
56068304896.0,206841.984375,56564535296.0,207154.4375
56067686400.0,206840.5625,56563867648.0,207152.984375
56067059712.0,206839.1875,56563191808.0,207151.484375
56066416640.0,206837.734375,56562503680.0,207150.03125
56065769472.0,206836.28125,56561819648.0,207148.5
56065110016.0,206834.796875,56561106944.0,207146.921875
56064446464.0,206833.3125,56560394240.0,207145.34375
56063774720.0,206831.765625,56559661056.0,207143.75
56063078400.0,206830.21875,56558915584.0,207142.125
56062386176.0,206828.671875,56558178304.0,207140.5
56061677568.0,206827.09375,56557416448.0,207138.828125
56060956672.0,206825.46875,56556650496.0,207137.140625
56060231680.0,206823.828125,56555859968.0,207135.421875
56059490304.0,206822.171875,56555069440.0,207133.671875
56058744832.0,206820.484375,56554262528.0,207131.90625
56057982976.0,206818.78125,56553447424.0,207130.140625
56057208832.0,206817.09375,56552624128.0,207128.296875
56056422400.0,206815.296875,56551780352.0,207126.5
56055627776.0,206813.546875,56550928384.0,207124.609375
56054824960.0,206811.734375,56550064128.0,207122.71875
56054005760.0,206809.890625,56549187584.0,207120.828125
56053182464.0,206808.03125,56548298752.0,207118.828125
56052342784.0,206806.1875,56547389440.0,207116.890625
56051490816.0,206804.25,56546484224.0,207114.875
56050630656.0,206802.3125,56545562624.0,207112.859375
56049745920.0,206800.34375,56544620544.0,207110.8125
56048865280.0,206798.390625,56543662080.0,207108.75
56047960064.0,206796.34375,56542699520.0,207106.609375
56047046656.0,206794.3125,56541724672.0,207104.484375
56046125056.0,206792.25,56540729344.0,207102.28125
56045187072.0,206790.140625,56539725824.0,207100.078125
56044240896.0,206788.0625,56538701824.0,207097.84375
56043274240.0,206785.890625,56537681920.0,207095.625
56042295296.0,206783.703125,56536633344.0,207093.3125
56041312256.0,206781.5,56535572480.0,207090.984375
56040316928.0,206779.25,56534495232.0,207088.671875
56039292928.0,206776.96875,56533413888.0,207086.296875
56038264832.0,206774.6875,56532303872.0,207083.875
56037228544.0,206772.359375,56531185664.0,207081.453125
56036175872.0,206769.984375,56530059264.0,207078.953125
56035094528.0,206767.609375,56528912384.0,207076.453125
56034017280.0,206765.1875,56527749120.0,207073.90625
56032915456.0,206762.75,56526581760.0,207071.375
56031805440.0,206760.25,56525385728.0,207068.78125
56030674944.0,206757.734375,56524173312.0,207066.140625
56029532160.0,206755.1875,56522956800.0,207063.453125
56028389376.0,206752.625,56521723904.0,207060.765625
56027217920.0,206750.03125,56520466432.0,207058.046875
56026025984.0,206747.359375,56519200768.0,207055.265625
56024834048.0,206744.703125,56517918720.0,207052.46875
56023613440.0,206741.984375,56516612096.0,207049.59375
56022380544.0,206739.265625,56515297280.0,207046.734375
56021135360.0,206736.46875,56513957888.0,207043.828125
56019877888.0,206733.65625,56512610304.0,207040.875
56018608128.0,206730.8125,56511250432.0,207037.921875
56017313792.0,206727.9375,56509861888.0,207034.90625
56016003072.0,206725.0,56508465152.0,207031.84375
56014684160.0,206722.078125,56507056128.0,207028.765625
56013336576.0,206719.0625,56505614336.0,207025.640625
56011988992.0,206716.09375,56504164352.0,207022.484375
56010620928.0,206713.015625,56502689792.0,207019.28125
56009228288.0,206709.9375,56501211136.0,207016.046875
56007823360.0,206706.8125,56499707904.0,207012.765625
56006402048.0,206703.609375,56498184192.0,207009.421875
56004968448.0,206700.46875,56496648192.0,207006.109375
56003506176.0,206697.1875,56495083520.0,207002.6875
56002039808.0,206693.921875,56493514752.0,206999.28125
56000552960.0,206690.625,56491929600.0,206995.8125
55999033344.0,206687.234375,56490303488.0,206992.296875
55997521920.0,206683.84375,56488677376.0,206988.734375
55995969536.0,206680.421875,56487026688.0,206985.1875
55994413056.0,206676.9375,56485363712.0,206981.546875
55992836096.0,206673.421875,56483667968.0,206977.84375
55991242752.0,206669.90625,56481964032.0,206974.140625
55989624832.0,206666.296875,56480243712.0,206970.375
55987998720.0,206662.6875,56478498816.0,206966.578125
55986348032.0,206658.984375,56476733440.0,206962.75
55984668672.0,206655.296875,56474939392.0,206958.84375
55982985216.0,206651.578125,56473149440.0,206954.953125
55981285376.0,206647.765625,56471314432.0,206950.96875
55979556864.0,206643.921875,56469475328.0,206946.984375
55977811968.0,206640.046875,56467611648.0,206942.890625
55976050688.0,206636.140625,56465731584.0,206938.796875
55974268928.0,206632.1875,56463814656.0,206934.65625
55972462592.0,206628.171875,56461897728.0,206930.484375
55970648064.0,206624.140625,56459943936.0,206926.25
55968800768.0,206620.03125,56457973760.0,206921.953125
55966937088.0,206615.90625,56455987200.0,206917.640625
55965057024.0,206611.71875,56453971968.0,206913.28125
55963152384.0,206607.5,56451940352.0,206908.828125
55961235456.0,206603.234375,56449888256.0,206904.375
55959289856.0,206598.90625,56447819776.0,206899.890625
55957323776.0,206594.5625,56445718528.0,206895.328125
55955349504.0,206590.1875,56443596800.0,206890.6875
55953342464.0,206585.703125,56441458688.0,206886.0625
55951314944.0,206581.21875,56439283712.0,206881.359375
55949262848.0,206576.671875,56437092352.0,206876.609375
55947194368.0,206572.0625,56434884608.0,206871.78125
55945105408.0,206567.4375,56432656384.0,206866.9375
55942987776.0,206562.765625,56430395392.0,206862.046875
55940853760.0,206558.015625,56428113920.0,206857.078125
55938703360.0,206553.21875,56425807872.0,206852.0625
55936516096.0,206548.421875,56423477248.0,206847.03125
55934320640.0,206543.515625,56421134336.0,206841.9375
55932096512.0,206538.578125,56418754560.0,206836.765625
55929856000.0,206533.609375,56416354304.0,206831.578125
55927582720.0,206528.59375,56413941760.0,206826.3125
55925288960.0,206523.515625,56411484160.0,206820.96875
55922966528.0,206518.359375,56409006080.0,206815.609375
55920627712.0,206513.1875,56406519808.0,206810.1875
55918264320.0,206507.953125,56403988480.0,206804.71875
55915876352.0,206502.65625,56401444864.0,206799.1875
55913476096.0,206497.296875,56398872576.0,206793.609375
55911038976.0,206491.921875,56396267520.0,206787.953125
55908573184.0,206486.5,56393646080.0,206782.28125
55906099200.0,206480.96875,56390995968.0,206776.5625
55903596544.0,206475.453125,56388317184.0,206770.71875
55901057024.0,206469.828125,56385613824.0,206764.859375
55898501120.0,206464.15625,56382881792.0,206758.953125
55895916544.0,206458.4375,56380137472.0,206752.96875
55893307392.0,206452.671875,56377352192.0,206746.96875
55890677760.0,206446.859375,56374546432.0,206740.875
55888023552.0,206440.953125,56371707904.0,206734.703125
55885344768.0,206435.03125,56368852992.0,206728.5
55882637312.0,206429.03125,56365961216.0,206722.25
55879905280.0,206423.0,56363036672.0,206715.90625
55877148672.0,206416.890625,56360099840.0,206709.5625
55874355200.0,206410.71875,56357126144.0,206703.09375
55871549440.0,206404.515625,56354127872.0,206696.625
55868702720.0,206398.21875,56351105024.0,206690.0625
55865851904.0,206391.859375,56348053504.0,206683.390625
55862956032.0,206385.5,56344961024.0,206676.734375
55860039680.0,206379.03125,56341852160.0,206670.0
55857094656.0,206372.53125,56338702336.0,206663.21875
55854120960.0,206365.9375,56335536128.0,206656.3125
55851126784.0,206359.328125,56332341248.0,206649.40625
55848103936.0,206352.625,56329109504.0,206642.40625
55845040128.0,206345.890625,56325853184.0,206635.359375
55841968128.0,206339.03125,56322568192.0,206628.234375
55838855168.0,206332.171875,56319246336.0,206621.0625
55835717632.0,206325.25,56315899904.0,206613.828125
55832547328.0,206318.21875,56312528896.0,206606.515625
55829352448.0,206311.1875,56309116928.0,206599.125
55826132992.0,206304.0625,56305684480.0,206591.65625
55822884864.0,206296.90625,56302215168.0,206584.15625
55819599872.0,206289.609375,56298721280.0,206576.59375
55816298496.0,206282.3125,56295194624.0,206568.96875
55812943872.0,206274.921875,56291635200.0,206561.234375
55809585152.0,206267.484375,56288043008.0,206553.484375
55806185472.0,206259.953125,56284418048.0,206545.640625
55802757120.0,206252.375,56280764416.0,206537.71875
55799296000.0,206244.765625,56277082112.0,206529.75
55795810304.0,206237.03125,56273358848.0,206521.703125
55792291840.0,206229.28125,56269606912.0,206513.5625
55788740608.0,206221.4375,56265822208.0,206505.375
55785160704.0,206213.515625,56262004736.0,206497.109375
55781543936.0,206205.515625,56258158592.0,206488.78125
55777914880.0,206197.5,56254279680.0,206480.40625
55774228480.0,206189.375,56250355712.0,206471.921875
55770521600.0,206181.1875,56246403072.0,206463.34375
55766786048.0,206172.9375,56242417664.0,206454.75
55763013632.0,206164.625,56238403584.0,206446.03125
55759216640.0,206156.234375,56234352640.0,206437.28125
55755386880.0,206147.765625,56230268928.0,206428.4375
55751520256.0,206139.203125,56226152448.0,206419.546875
55747612672.0,206130.609375,56221999104.0,206410.53125
55743680512.0,206121.90625,56217804800.0,206401.484375
55739719680.0,206113.171875,56213581824.0,206392.34375
55735717888.0,206104.328125,56209317888.0,206383.140625
55731691520.0,206095.4375,56205021184.0,206373.84375
55727628288.0,206086.46875,56200695808.0,206364.46875
55723524096.0,206077.4375,56196333568.0,206355.046875
55719395328.0,206068.296875,56191926272.0,206345.515625
55715229696.0,206059.09375,56187486208.0,206335.921875
55711039488.0,206049.84375,56183017472.0,206326.265625
55706796032.0,206040.53125,56178515968.0,206316.53125
55702528000.0,206031.0625,56173969408.0,206306.671875
55698231296.0,206021.59375,56169381888.0,206296.75
55693893632.0,206012.0,56164761600.0,206286.78125
55689515008.0,206002.359375,56160104448.0,206276.671875
55685115904.0,205992.609375,56155410432.0,206266.546875
55680667648.0,205982.828125,56150675456.0,206256.296875
55676186624.0,205972.9375,56145911808.0,206245.984375
55671685120.0,205963.015625,56141111296.0,206235.59375
55667130368.0,205952.984375,56136265728.0,206225.125
55662542848.0,205942.828125,56131383296.0,206214.5625
55657922560.0,205932.65625,56126455808.0,206203.9375
55653261312.0,205922.359375,56121495552.0,206193.203125
55648571392.0,205911.984375,56116502528.0,206182.390625
55643836416.0,205901.53125,56111464448.0,206171.5
55639064576.0,205891.015625,56106377216.0,206160.515625
55634251776.0,205880.421875,56101265408.0,206149.453125
55629406208.0,205869.734375,56096108544.0,206138.3125
55624527872.0,205858.984375,56090906624.0,206127.046875
55619608576.0,205848.125,56085667840.0,206115.703125
55614648320.0,205837.15625,56080384000.0,206104.296875
55609643008.0,205826.125,56075071488.0,206092.796875
55604604928.0,205815.03125,56069709824.0,206081.21875
55599529984.0,205803.796875,56064307200.0,206069.53125
55594414080.0,205792.546875,56058863616.0,206057.765625
55589269504.0,205781.171875,56053383168.0,206045.9375
55584075776.0,205769.734375,56047857664.0,206033.96875
55578841088.0,205758.203125,56042291200.0,206021.90625
55573569536.0,205746.578125,56036675584.0,206009.78125
55568252928.0,205734.84375,56031023104.0,205997.59375
55562907648.0,205723.03125,56025329664.0,205985.265625
55557513216.0,205711.15625,56019595264.0,205972.859375
55552077824.0,205699.1875,56013819904.0,205960.375
55546609664.0,205687.078125,56008003584.0,205947.78125
55541096448.0,205674.953125,56002129920.0,205935.109375
55535542272.0,205662.703125,55996223488.0,205922.34375
55529951232.0,205650.34375,55990276096.0,205909.46875
55524319232.0,205637.9375,55984279552.0,205896.53125
55518642176.0,205625.4375,55978246144.0,205883.46875
55512920064.0,205612.796875,55972171776.0,205870.3125
55507165184.0,205600.125,55966035968.0,205857.09375
55501361152.0,205587.328125,55959875584.0,205843.71875
55495520256.0,205574.4375,55953661952.0,205830.28125
55489638400.0,205561.453125,55947399168.0,205816.75
55483707392.0,205548.40625,55941107712.0,205803.140625
55477735424.0,205535.21875,55934754816.0,205789.40625
55471726592.0,205522.0,55928352768.0,205775.578125
55465668608.0,205508.59375,55921913856.0,205761.671875
55459573760.0,205495.171875,55915438080.0,205747.640625
55453433856.0,205481.609375,55908904960.0,205733.515625
55447240704.0,205468.0,55902326784.0,205719.28125
55441014784.0,205454.25,55895707648.0,205704.96875
55434739712.0,205440.40625,55889035264.0,205690.53125
55428415488.0,205426.5,55882321920.0,205676.046875
55422058496.0,205412.46875,55875559424.0,205661.40625
55415656448.0,205398.34375,55868743680.0,205646.6875
55409205248.0,205384.09375,55861886976.0,205631.859375
55402708992.0,205369.75,55854985216.0,205616.90625
55396167680.0,205355.359375,55848030208.0,205601.859375
55389585408.0,205340.828125,55841026048.0,205586.75
55382958080.0,205326.203125,55833989120.0,205571.484375
55376277504.0,205311.46875,55826890752.0,205556.125
55369551872.0,205296.640625,55819747328.0,205540.671875
55362785280.0,205281.71875,55812558848.0,205525.125
55355965440.0,205266.703125,55805321216.0,205509.46875
55349112832.0,205251.578125,55798030336.0,205493.703125
55342211072.0,205236.3125,55790690304.0,205477.84375
55335247872.0,205220.953125,55783297024.0,205461.84375
55328251904.0,205205.546875,55775866880.0,205445.734375
55321202688.0,205190.015625,55768379392.0,205429.5625
55314108416.0,205174.375,55760834560.0,205413.25
55306964992.0,205158.59375,55753252864.0,205396.859375
55299780608.0,205142.75,55745613824.0,205380.3125
55292538880.0,205126.8125,55737929728.0,205363.6875
55285264384.0,205110.734375,55730196480.0,205346.953125
55277928448.0,205094.546875,55722405888.0,205330.078125
55270547456.0,205078.265625,55714570240.0,205313.109375
55263117312.0,205061.90625,55706681344.0,205296.03125
55255650304.0,205045.390625,55698743296.0,205278.859375
55248109568.0,205028.796875,55690747904.0,205261.5625
55240540160.0,205012.078125,55682699264.0,205244.171875
55232917504.0,204995.28125,55674605568.0,205226.609375
55225245696.0,204978.359375,55666466816.0,205209.0
55217524736.0,204961.328125,55658262528.0,205191.21875
55209758720.0,204944.140625,55650013184.0,205173.359375
55201935360.0,204926.890625,55641706496.0,205155.390625
55194058752.0,204909.546875,55633350656.0,205137.265625
55186141184.0,204892.0625,55624937472.0,205119.078125
55178170368.0,204874.46875,55616479232.0,205100.765625
55170146304.0,204856.78125,55607967744.0,205082.3125
55162077184.0,204838.953125,55599394816.0,205063.78125
55153954816.0,204821.046875,55590772736.0,205045.09375
55145775104.0,204803.0,55582097408.0,205026.296875
55137554432.0,204784.828125,55573360640.0,205007.359375
55129280512.0,204766.5625,55564582912.0,204988.34375
55120949248.0,204748.1875,55555743744.0,204969.203125
55112564736.0,204729.6875,55546843136.0,204949.953125
55104143360.0,204711.09375,55537905664.0,204930.546875
55095660544.0,204692.359375,55528894464.0,204911.046875
55087116288.0,204673.484375,55519838208.0,204891.375
55078531072.0,204654.546875,55510728704.0,204871.65625
55069892608.0,204635.453125,55501557760.0,204851.796875
55061200896.0,204616.265625,55492329472.0,204831.8125
55052447744.0,204596.984375,55483047936.0,204811.671875
55043657728.0,204577.53125,55473713152.0,204791.421875
55034806272.0,204557.984375,55464325120.0,204771.046875
55025889280.0,204538.3125,55454871552.0,204750.578125
55016935424.0,204518.515625,55445372928.0,204729.96875
55007924224.0,204498.625,55435808768.0,204709.25
54998847488.0,204478.59375,55426179072.0,204688.34375
54989742080.0,204458.4375,55416508416.0,204667.390625
54980558848.0,204438.15625,55406776320.0,204646.28125
54971330560.0,204417.75,55396990976.0,204625.03125
54962040832.0,204397.265625,55387131904.0,204603.65625
54952701952.0,204376.625,55377227776.0,204582.171875
54943305728.0,204355.828125,55367270400.0,204560.59375
54933860352.0,204334.96875,55357251584.0,204538.796875
54924353536.0,204313.96875,55347159040.0,204516.9375
54914789376.0,204292.84375,55337029632.0,204494.953125
54905167872.0,204271.578125,55326826496.0,204472.78125
54895497216.0,204250.203125,55316570112.0,204450.546875
54885777408.0,204228.6875,55306252288.0,204428.140625
54875983872.0,204207.0625,55295877120.0,204405.578125
54866141184.0,204185.296875,55285440512.0,204382.953125
54856249344.0,204163.375,55274946560.0,204360.15625
54846287872.0,204141.375,55264391168.0,204337.25
54836281344.0,204119.234375,55253766144.0,204314.1875
54826209280.0,204096.96875,55243104256.0,204290.984375
54816079872.0,204074.5625,55232368640.0,204267.671875
54805897216.0,204052.0625,55221571584.0,204244.234375
54795653120.0,204029.40625,55210713088.0,204220.640625
54785359872.0,204006.609375,55199797248.0,204196.921875
54774996992.0,203983.71875,55188815872.0,204173.03125
54764572672.0,203960.65625,55177773056.0,204149.03125
54754107392.0,203937.4375,55166681088.0,204124.875
54743572480.0,203914.1875,55155515392.0,204100.625
54732980224.0,203890.71875,55144288256.0,204076.234375
54722334720.0,203867.140625,55133003776.0,204051.671875
54711619584.0,203843.421875,55121649664.0,204026.984375
54700855296.0,203819.5625,55110238208.0,204002.1875
54690021376.0,203795.59375,55098765312.0,203977.234375
54679138304.0,203771.5,55087226880.0,203952.109375
54668185600.0,203747.265625,55075639296.0,203926.875
54657175552.0,203722.875,55063973888.0,203901.5
54646112256.0,203698.375,55052242944.0,203875.96875
54634971136.0,203673.71875,55040450560.0,203850.3125
54623780864.0,203648.9375,55028588544.0,203824.5
54612541440.0,203623.984375,55016681472.0,203798.578125
54601224192.0,203598.921875,55004704768.0,203772.484375
54589849600.0,203573.703125,54992658432.0,203746.234375
54578417664.0,203548.390625,54980550656.0,203719.890625
54566924288.0,203522.90625,54968377344.0,203693.375
54555373568.0,203497.28125,54956134400.0,203666.703125
54543749120.0,203471.515625,54943825920.0,203639.890625
54532063232.0,203445.625,54931464192.0,203612.90625
54520320000.0,203419.578125,54919016448.0,203585.8125
54508515328.0,203393.421875,54906519552.0,203558.5625
54496653312.0,203367.078125,54893957120.0,203531.171875
54484713472.0,203340.625,54881320960.0,203503.625
54472724480.0,203314.0,54868627456.0,203475.90625
54460669952.0,203287.234375,54855856128.0,203448.078125
54448545792.0,203260.359375,54843023360.0,203420.09375
54436356096.0,203233.3125,54830125056.0,203391.953125
54424113152.0,203206.125,54817165312.0,203363.640625
54411792384.0,203178.796875,54804127744.0,203335.21875
54399422464.0,203151.328125,54791028736.0,203306.609375
54386987008.0,203123.703125,54777856000.0,203277.859375
54374477824.0,203095.9375,54764617728.0,203248.953125
54361903104.0,203068.015625,54751322112.0,203219.90625
54349262848.0,203039.9375,54737948672.0,203190.71875
54336569344.0,203011.734375,54724509696.0,203161.34375
54323798016.0,202983.359375,54711001088.0,203131.84375
54310969344.0,202954.84375,54697418752.0,203102.140625
54298075136.0,202926.203125,54683779072.0,203072.34375
54285115392.0,202897.375,54670061568.0,203042.34375
54272090112.0,202868.4375,54656278528.0,203012.234375
54258991104.0,202839.3125,54642425856.0,202981.953125
54245834752.0,202810.046875,54628499456.0,202951.484375
54232604672.0,202780.640625,54614519808.0,202920.875
54219313152.0,202751.078125,54600445952.0,202890.125
54205952000.0,202721.359375,54586322944.0,202859.203125
54192537600.0,202691.5,54572126208.0,202828.125
54179037184.0,202661.453125,54557847552.0,202796.890625
54165483520.0,202631.296875,54543511552.0,202765.484375
54151847936.0,202600.96875,54529101824.0,202733.921875
54138155008.0,202570.453125,54514622464.0,202702.203125
54124392448.0,202539.828125,54500061184.0,202670.328125
54110560256.0,202509.046875,54485438464.0,202638.28125
54096666624.0,202478.078125,54470742016.0,202606.15625
54082703360.0,202446.984375,54455980032.0,202573.9375
54068666368.0,202415.703125,54441132032.0,202541.546875
54054559744.0,202384.265625,54426226688.0,202509.015625
